Freq,Posting_ptr,Terms_ptr
1,[2],12168
1,[86],12172
8,"[46, 62, 37, 14, 77, 17, 16, 28]",12175
1,[29],12180
190,"[18, 71, 16, 57, 31, 30, 57, 71, 44, 30, 58, 30, 58, 16, 44, 85, 14, 47, 72, 27, 61, 76, 44, 32, 26, 62, 12, 20, 32, 77, 26, 47, 19, 62, 43, 19, 66, 84, 47, 12, 56, 32, 13, 16, 31, 26, 31, 66, 1, 27, 74, 59, 16, 59, 86, 27, 28, 27, 60, 27, 15, 86, 73, 27, 45, 59, 66, 72, 73, 59, 59, 45, 30, 28, 28, 56, 85, 44, 14, 29, 27, 29, 44, 29, 29, 74, 74, 66, 29, 14, 59, 27, 74, 44, 44, 28, 20, 5, 2, 16, 23, 48, 63, 36, 52, 36, 67, 52, 82, 51, 36, 53, 48, 35, 53, 35, 35, 35, 26, 17, 9, 65, 37, 65, 49, 39, 82, 39, 81, 22, 40, 40, 81, 51, 38, 49, 64, 23, 64, 38, 67, 23, 81, 22, 6, 21, 9, 79, 21, 18, 33, 3, 25, 70, 19, 62, 33, 55, 25, 11, 33, 62, 62, 55, 25, 26, 43, 47, 56, 77, 84, 21, 67, 17, 54, 35, 54, 34, 54, 63, 34, 54, 42, 42, 54, 35, 21, 34, 24, 67]",12185
1,[22],12189
1,[61],12194
1,[36],12197
5,"[0, 6, 69, 3, 46]",12205
2,"[49, 45]",12208
1,[22],12214
1,[10],12220
1,[17],12230
3,"[54, 54, 54]",12234
